ID,UserId,CourseId,Progress,StartDate,Completed,Title,Category,Total_enrollment,Total_Completions,completion_rate,Username,Department,Enrollments,Completions
EN0168,EMP044,COR1456,100,2022-02-03,1,Inferential Statistics,Probability and Statistics,2963,2140,72.22409719878502,Gregory Gonzalez,Senior Software Engineer,13,6
EN0169,EMP036,COR1827,100,2022-02-03,1,The Art of Negotiation,Business Essentials,1259,783,62.19221604447974,Daniel Soto,Software Engineer,29,22
EN0170,EMP122,COR1389,51,2022-02-03,0,Introduction to Business Analytics with R,Business Essentials,542,454,83.76383763837639,Scott Young,Senior Software Engineer,19,12
EN0171,EMP136,COR0245,100,2022-02-04,1,"Python, Bash and SQL Essentials for Data Engineering Specialization",Data Management,2713,1637,60.33910799852562,Patrick Andrews,Solution Consultant,29,22
EN0172,EMP280,COR1622,26,2022-02-04,0,Channel Management and Retailing,Marketing,1682,1502,89.29845422116529,Sara Mcmahon,Senior Software Engineer,16,9
EN0173,EMP069,COR0740,94,2022-02-04,0,Global Diplomacy – Diplomacy in the Modern World,Governance and Society,1189,639,53.74264087468461,Gregory Francis,Solution Consultant,15,8
EN0174,EMP022,COR0013,100,2022-02-05,1,Cloud Application Development Foundations Specialization,Cloud Computing,3096,2827,91.31136950904393,James Luna,Solution Consultant,16,9
EN0175,EMP199,COR1699,100,2022-02-05,1,Software Architecture,Software Development,918,651,70.91503267973856,Richard Kim,Software Engineer,30,23
EN0176,EMP055,COR1636,18,2022-02-06,0,Data Manipulation in JavaScript,Mobile and Web Development,1550,922,59.483870967741936,Erin Carlson,Software Engineer,7,0
EN0177,EMP187,COR1981,100,2022-02-06,1,Decentralized Finance (DeFi) Opportunities and Risks,Finance,3652,0,0.0,Kelsey Parker,Senior Software Engineer,14,7
EN0178,EMP046,COR1290,38,2022-02-06,0,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",Basic Science,4622,4058,87.797490263955,James Olsen,Solution Enabler,22,15
EN0179,EMP213,COR0705,27,2022-02-06,0,Project Execution: Running the Project,Leadership and Management,2132,1119,52.4859287054409,Tracey Henson,Senior Software Engineer,14,7
EN0180,EMP266,COR0010,55,2022-02-06,0,IT Fundamentals for Cybersecurity Specialization,Security,3118,2893,92.78383579217447,Brenda Brown,Software Engineer,21,14
EN0181,EMP219,COR0752,100,2022-02-06,1,International Women's Health and Human Rights,Public Health,2347,1633,69.5781849169152,Bradley Cabrera,Senior Software Engineer,30,23
EN0182,EMP108,COR0875,35,2022-02-06,0,Introduction to Hardware and Operating Systems,Support and Operations,1775,1581,89.07042253521126,Mark Green,Solution Consultant,11,4
EN0183,EMP076,COR1343,100,2022-02-07,1,Google Slides en Español,Cloud Computing,711,552,77.63713080168776,Adrian Flowers,Software Engineer,28,21
EN0184,EMP024,COR0995,100,2022-02-07,1,ChatGPT for Beginners: SciFi Writing with Dall-e,Algorithms,3564,3502,98.26038159371492,Justin Jackson,Solution Enabler,28,21
EN0185,EMP187,COR1700,100,2022-02-07,1,Information Gathering and Vetting,Personal Development,2673,1912,71.53011597456042,Kelsey Parker,Senior Software Engineer,14,7
EN0186,EMP103,COR0338,100,2022-02-07,1,JavaScript for Beginners Specialization,Mobile and Web Development,2523,2265,89.77407847800237,Judith Townsend,Solution Consultant,11,4
EN0187,EMP078,COR1839,48,2022-02-08,0,Enterprise Database Migration,Cloud Computing,3433,1803,52.5196621031168,Michelle Armstrong,Solution Consultant,23,16
EN0188,EMP077,COR1894,72,2022-02-08,0,Data-driven Decision Making,Data Analysis,2914,2599,89.1901166781057,Max Blair,Solution Enabler,18,11
EN0189,EMP206,COR0444,100,2022-02-08,1,SAP Technology Consultant  Professional Certificate,Leadership and Management,3412,2843,83.32356389214537,Daniel Rodriguez,Software Engineer,26,19
EN0190,EMP234,COR1889,100,2022-02-08,1,What is Compliance?,Business Essentials,3425,2414,70.48175182481752,David Fisher,Senior Software Engineer,8,1
EN0191,EMP070,COR1721,100,2022-02-08,1,Machine Learning Foundations: A Case Study Approach,Machine Learning,3827,2939,76.79644630258689,Tiffany Edwards,Solution Enabler,30,23
EN0192,EMP296,COR0882,30,2022-02-08,0,Hands-on Introduction to Linux Commands and Shell Scripting,Software Development,3527,3018,85.56847178905585,Anthony Beltran,Software Engineer,9,2
EN0193,EMP104,COR1349,63,2022-02-08,0,Architecting with Google Kubernetes Engine: Workloads,Software Development,720,466,64.72222222222223,Tammy Parker,Solution Consultant,19,12
EN0194,EMP026,COR0855,93,2022-02-09,0,The Power of Statistics,Probability and Statistics,2204,1978,89.7459165154265,Angela Evans,Solution Enabler,6,0
EN0195,EMP278,COR1320,88,2022-02-09,0,The Growth Mindset,Business Essentials,4199,4038,96.16575375089307,Meredith Clark,Solution Enabler,22,15
EN0196,EMP256,COR1702,30,2022-02-09,0,Creating Dashboards and Storytelling with Tableau,Data Analysis,4605,4598,99.84799131378936,Pamela Li,Solution Consultant,21,14
EN0197,EMP244,COR0691,100,2022-02-09,1,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Machine Learning,650,425,65.38461538461539,William Harris,Software Engineer,18,11
EN0198,EMP268,COR0797,100,2022-02-09,1,Addiction Treatment: Clinical Skills for Healthcare Providers,Patient Care,1594,1051,65.93475533249686,Jerry James,Senior Software Engineer,10,3
EN0199,EMP049,COR0149,100,2022-02-09,1,Business Statistics and Analysis Specialization,Probability and Statistics,2521,1610,63.86354621182071,Rachel Reyes,Senior Software Engineer,29,22
EN0200,EMP262,COR0600,100,2022-02-10,1,Financial Acumen for Non-Financial Managers,Business Essentials,3043,2742,90.10844561288202,Craig Duncan,Software Engineer,26,19
EN0201,EMP199,COR1801,87,2022-02-10,0,Introduction to Programming with MATLAB,Software Development,4877,4184,85.79044494566331,Richard Kim,Software Engineer,30,23
EN0202,EMP024,COR0437,100,2022-02-10,1,DeepLearning.AI TensorFlow Developer Professional Certificate,Machine Learning,4302,2222,51.65039516503952,Justin Jackson,Solution Enabler,28,21
EN0203,EMP095,COR0745,100,2022-02-10,1,Google Data Analytics Capstone: Complete a Case Study,Data Analysis,1635,918,56.14678899082569,Eric Santos,Solution Enabler,15,8
EN0204,EMP242,COR0622,100,2022-02-11,1,ESG Impact: Investor Perspective,Finance,1877,1519,80.92701118806606,Russell Turner,Software Engineer,24,17
EN0205,EMP199,COR0717,100,2022-02-11,1,Data Analysis with R Programming,Data Analysis,1418,772,54.442877291960514,Richard Kim,Software Engineer,30,23
EN0206,EMP271,COR0343,100,2022-02-11,1,Adapting: Career Development Specialization,Leadership and Management,3588,2083,58.0546265328874,Christopher Hays,Senior Software Engineer,16,9
EN0207,EMP251,COR0031,100,2022-02-12,1,Digital Product Management Specialization,Design and Product,4502,3585,79.63127498889384,Samantha Cohen,Software Engineer,30,23
EN0208,EMP098,COR0462,100,2022-02-12,1,SAS Programmer Professional Certificate,Data Analysis,4482,4479,99.9330655957162,Jessica Crosby,Senior Software Engineer,25,18
EN0209,EMP132,COR0945,100,2022-02-12,1,Design a User Experience for Social Good & Prepare for Jobs,Design and Product,1169,606,51.83917878528656,David Mcdowell,Software Engineer,22,15
EN0210,EMP138,COR0833,86,2022-02-13,0,How to Manage a Remote Team,Leadership and Management,1956,1881,96.16564417177914,Richard Blake,Senior Software Engineer,27,20
EN0211,EMP129,COR0666,73,2022-02-13,0,Introduction to Cybersecurity Tools & Cyber Attacks,Cloud Computing,747,689,92.23560910307899,Heather Green,Software Engineer,12,5
EN0212,EMP080,COR0857,100,2022-02-13,1,Work Smarter with Microsoft Excel,Business Essentials,622,314,50.482315112540185,Shannon Patel,Solution Enabler,23,16
EN0213,EMP145,COR1699,100,2022-02-13,1,Software Architecture,Software Development,918,651,70.91503267973856,Vanessa Hughes,Solution Consultant,14,7
EN0214,EMP030,COR0701,8,2022-02-13,0,Get Started with Python,Data Analysis,1524,1294,84.90813648293964,Jenny Brown,Solution Enabler,5,0
EN0215,EMP279,COR1069,12,2022-02-14,0,Data Science in Real Life,Data Analysis,1323,760,57.44520030234316,Jackie Bell,Software Engineer,6,0
EN0216,EMP260,COR0827,100,2022-02-14,1,Fundamentals of Music Theory,Music and Art,3957,2102,53.12105130149103,Victoria Moore,Solution Consultant,22,15
EN0217,EMP204,COR1161,100,2022-02-14,1,Introduction to Clinical Data Science,Data Analysis,2474,1995,80.63864187550526,Robert Ortiz,Software Engineer,9,2
EN0218,EMP136,COR0656,36,2022-02-14,0,Indigenous Canada,History,1202,965,80.2828618968386,Patrick Andrews,Solution Consultant,29,22
EN0219,EMP291,COR1064,57,2022-02-14,0,Foundations of Business Strategy,Business Strategy,4979,3016,60.574412532637076,Chelsea Hess,Solution Enabler,17,10
EN0220,EMP169,COR0728,74,2022-02-15,0,Human Resources Analytics,Leadership and Management,357,354,99.15966386554622,James Johnson,Solution Enabler,23,16
EN0221,EMP049,COR1613,100,2022-02-15,1,Grammar and Punctuation,Learning English,488,466,95.49180327868852,Rachel Reyes,Senior Software Engineer,29,22
EN0222,EMP056,COR0500,32,2022-02-15,0,A Blueprint for Success – Your Video Pre-Production,Personal Development,1458,1319,90.46639231824417,Kimberly Schneider,Solution Consultant,20,13
EN0223,EMP007,COR0768,100,2022-02-15,1,Finance for Non-Finance Professionals,Finance,4883,3044,62.338726192914194,Lauren Green,Solution Consultant,28,21
EN0224,EMP029,COR1472,84,2022-02-15,0,Financial Acumen for Non-Financial Managers,Business Essentials,2603,2574,98.88590088359585,Natasha Harper,Software Engineer,22,15
EN0225,EMP041,COR0962,100,2022-02-15,1,The Horse Course: Introduction to Basic Care and Management,Animal Health,463,284,61.33909287257019,Cheryl Smith,Software Engineer,25,18
EN0226,EMP236,COR0655,11,2022-02-15,0,Ask Questions to Make Data-Driven Decisions,Data Analysis,2409,1588,65.91946865919469,Diane Peterson,Senior Software Engineer,12,5
EN0227,EMP280,COR0843,100,2022-02-15,1,Write A Feature Length Screenplay For Film Or Television,Music and Art,2007,1924,95.86447433981067,Sara Mcmahon,Senior Software Engineer,16,9
EN0228,EMP001,COR1236,100,2022-02-15,1,Risk Management in Personal Finance,Personal Development,3408,2490,73.06338028169014,Amber Flynn,Software Engineer,15,8
EN0229,EMP042,COR0942,86,2022-02-16,0,Understanding Plants - Part I: What a Plant Knows,Basic Science,4816,2828,58.720930232558146,Jeffrey Hernandez,Senior Software Engineer,18,11
EN0230,EMP218,COR0635,100,2022-02-16,1,Introduction to Self-Driving Cars,Software Development,4584,2637,57.526178010471206,Russell Coleman,Software Engineer,10,3
EN0231,EMP076,COR1277,100,2022-02-16,1,Gestión del talento humano,Leadership and Management,4939,4935,99.919011945738,Adrian Flowers,Software Engineer,28,21
EN0232,EMP090,COR1790,100,2022-02-16,1,Business English: Networking,Learning English,4257,3925,92.2010805731736,Erica Reilly,Solution Enabler,26,19
EN0233,EMP106,COR1291,100,2022-02-16,1,Positioning: What you need for a successful Marketing Strategy,Marketing,4130,3931,95.181598062954,Helen Taylor,Solution Consultant,28,21
EN0234,EMP067,COR1754,100,2022-02-16,1,Entrepreneurship II: Preparing for Launch,Entrepreneurship,437,378,86.49885583524028,Douglas Wright DDS,Solution Consultant,10,3
EN0235,EMP257,COR1713,100,2022-02-16,1,DevOps on AWS: Release and Deploy,Software Development,3391,2996,88.35151872603952,Mikayla Wright MD,Solution Consultant,27,20
EN0236,EMP132,COR1966,32,2022-02-16,0,3-Axis Machining with Autodesk Fusion 360,Mechanical Engineering,208,0,0.0,David Mcdowell,Software Engineer,22,15
EN0237,EMP297,COR1837,100,2022-02-17,1,Exploratory Data Analysis,Data Analysis,252,197,78.17460317460318,James Smith,Senior Software Engineer,26,19
EN0238,EMP049,COR0673,100,2022-02-17,1,Writing in the Sciences,Basic Science,4902,3742,76.33618931048551,Rachel Reyes,Senior Software Engineer,29,22
EN0239,EMP262,COR1164,100,2022-02-17,1,Understanding Financial Statements: Company Position,Business Essentials,808,695,86.01485148514851,Craig Duncan,Software Engineer,26,19
EN0240,EMP078,COR0170,38,2022-02-17,0,Climate Change and Sustainable Investing Specialization,Finance,4946,4916,99.39344925192074,Michelle Armstrong,Solution Consultant,23,16
EN0241,EMP290,COR0749,100,2022-02-17,1,An Introduction to American Law,Law,1212,905,74.66996699669967,Marie Brown,Senior Software Engineer,26,19
EN0242,EMP183,COR1875,43,2022-02-17,0,Essentials of Management and Strategic Planning,Leadership and Management,4059,3647,89.84971667898498,Cassandra Sutton,Software Engineer,16,9
EN0243,EMP257,COR0401,100,2022-02-17,1,Sales Operations/Management Specialization,Leadership and Management,1704,1536,90.14084507042254,Mikayla Wright MD,Solution Consultant,27,20
EN0244,EMP256,COR1730,100,2022-02-17,1,"Python for Data Science, AI & Development",Data Analysis,141,126,89.36170212765957,Pamela Li,Solution Consultant,21,14
EN0245,EMP146,COR1514,100,2022-02-17,1,Derivatives - Options & Futures,Finance,1775,1267,71.38028169014085,Isaac Williams,Software Engineer,22,15
EN0246,EMP236,COR1030,100,2022-02-17,1,Exploratory Data Analysis for Machine Learning,Machine Learning,4096,2376,58.0078125,Diane Peterson,Senior Software Engineer,12,5
EN0247,EMP145,COR0021,94,2022-02-18,0,Introduction to Finance and Accounting Specialization,Finance,2673,2470,92.4055368499813,Vanessa Hughes,Solution Consultant,14,7
EN0248,EMP259,COR0684,100,2022-02-18,1,Foundations of Business Intelligence,Data Analysis,180,144,80.0,Michael Bailey,Solution Enabler,20,13
EN0249,EMP222,COR1489,100,2022-02-18,1,Experiencing Design: Deepening Your Design Thinking Practice,Business Strategy,1553,1342,86.41339343206697,Jacob Maldonado,Solution Enabler,22,15
EN0250,EMP210,COR1782,100,2022-02-19,1,CAPSTONE: Your Leadership Challenge,Leadership and Management,4390,4012,91.38952164009112,Tanner Wright,Solution Enabler,25,18
EN0251,EMP101,COR1490,100,2022-02-19,1,Successful Presentation,Business Essentials,244,170,69.67213114754098,Carl Reynolds,Solution Consultant,24,17
EN0252,EMP119,COR0606,100,2022-02-19,1,Engineering Health: Introduction to Yoga and Physiology,Basic Science,4701,3810,81.04658583280153,Brandon Hawkins,Software Engineer,22,15
EN0253,EMP256,COR0385,100,2022-02-19,1,Learn Mandarin Chinese Specialization,Other Languages,1973,1058,53.62392295995946,Pamela Li,Solution Consultant,21,14
EN0254,EMP154,COR1624,88,2022-02-19,0,Accounting: Principles of Financial Accounting,Finance,953,497,52.1511017838405,Gregory Hardin,Solution Enabler,10,3
EN0255,EMP125,COR0913,56,2022-02-19,0,Introduction to Google SEO,Marketing,1839,1535,83.46927678085916,James Rodriguez,Solution Enabler,8,1
EN0256,EMP137,COR0297,55,2022-02-19,0,Business English for Non-Native Speakers Specialization,Business Essentials,504,366,72.61904761904762,Charles Sullivan,Solution Consultant,12,5
EN0257,EMP231,COR1005,100,2022-02-20,1,Deploy a Modern Web App connected to a Cloud Spanner Instance,Data Management,711,503,70.74542897327707,Sarah Morris,Solution Enabler,25,18
EN0258,EMP291,COR1192,100,2022-02-20,1,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,Finance,3550,3548,99.94366197183099,Chelsea Hess,Solution Enabler,17,10
EN0259,EMP255,COR1509,41,2022-02-20,0,"Unsupervised Learning, Recommenders, Reinforcement Learning",Machine Learning,4672,3285,70.3125,Alexa Greer,Software Engineer,9,2
EN0260,EMP228,COR0763,100,2022-02-20,1,Learn to Program: The Fundamentals,Software Development,4448,2957,66.47931654676259,Danielle Horne,Solution Enabler,24,17
EN0261,EMP148,COR1737,100,2022-02-20,1,English for Effective  Business Writing,Learning English,3781,3511,92.85903200211584,Daniel Thompson,Solution Enabler,14,7
EN0262,EMP101,COR1005,100,2022-02-20,1,Deploy a Modern Web App connected to a Cloud Spanner Instance,Data Management,711,503,70.74542897327707,Carl Reynolds,Solution Consultant,24,17
EN0263,EMP161,COR0453,100,2022-02-20,1,Google Data Analytics (PT) Professional Certificate,Data Analysis,2021,1072,53.04304799604156,Richard Woods,Solution Consultant,16,9
EN0264,EMP057,COR0632,100,2022-02-21,1,AI Strategy and Governance,Machine Learning,3653,3426,93.78592937311798,Leslie Davis,Solution Consultant,22,15
EN0265,EMP162,COR1847,60,2022-02-21,0,"Questions, Present Progressive and Future Tenses",Learning English,2128,1448,68.04511278195488,Keith Thomas,Solution Consultant,11,4
EN0266,EMP037,COR0384,100,2022-02-21,1,Interviewing and Resume Writing in English Specialization,Business Essentials,406,361,88.91625615763546,Joseph Chandler,Solution Consultant,29,22
EN0267,EMP254,COR0703,100,2022-02-21,1,System Administration and IT Infrastructure Services,Support and Operations,904,618,68.36283185840708,Wyatt Graves,Software Engineer,13,6
EN0268,EMP090,COR0918,100,2022-02-21,1,Six Sigma Principles,Business Essentials,1555,1083,69.64630225080386,Erica Reilly,Solution Enabler,26,19
EN0269,EMP207,COR1188,50,2022-02-21,0,Career Self-Management Advanced Certification,Personal Development,2012,1980,98.40954274353876,Roger Rivera,Solution Consultant,20,13
EN0270,EMP090,COR1421,100,2022-02-21,1,Applied Machine Learning in Python,Data Analysis,4634,4306,92.921881743634,Erica Reilly,Solution Enabler,26,19
EN0271,EMP208,COR1944,100,2022-02-22,1,"Be a Leader, Develop a Leader",Leadership and Management,3912,2535,64.80061349693251,Meghan Shaffer,Solution Enabler,29,22
EN0272,EMP238,COR0371,100,2022-02-22,1,The Art of Sales: Mastering the Selling Process Specialization,Leadership and Management,4734,4529,95.66962399662019,Chelsea Ramirez,Software Engineer,25,18
